gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
K02927	large subunit ribosomal protein L40e	Ribosome, eukaryotes	MISC	Information systems		TRUE
K02928	large subunit ribosomal protein L41e	Ribosome, eukaryotes	MISC	Information systems		TRUE
K02929	large subunit ribosomal protein L44e	Ribosome, eukaryotes	MISC	Information systems		TRUE
K02941	large subunit ribosomal protein LP0	Ribosome, eukaryotes	MISC	Information systems		TRUE
K02942	large subunit ribosomal protein LP1	Ribosome, eukaryotes	MISC	Information systems		TRUE
K02943	large subunit ribosomal protein LP2	Ribosome, eukaryotes	MISC	Information systems		TRUE
K02946	small subunit ribosomal protein S10	Ribosome, bacteria	MISC	Information systems		TRUE
K02906	large subunit ribosomal protein L3	Ribosome, bacteria	MISC	Information systems		TRUE
K02926	large subunit ribosomal protein L4	Ribosome, bacteria	MISC	Information systems		TRUE
K02892	large subunit ribosomal protein L23	Ribosome, bacteria	MISC	Information systems		TRUE
K02886	large subunit ribosomal protein L2	Ribosome, bacteria	MISC	Information systems		TRUE
K02965	small subunit ribosomal protein S19	Ribosome, bacteria	MISC	Information systems		TRUE
K02890	large subunit ribosomal protein L22	Ribosome, bacteria	MISC	Information systems		TRUE
K02982	small subunit ribosomal protein S3	Ribosome, bacteria	MISC	Information systems		TRUE
K02878	large subunit ribosomal protein L16	Ribosome, bacteria	MISC	Information systems		TRUE
K02904	large subunit ribosomal protein L29	Ribosome, bacteria	MISC	Information systems		TRUE
K02961	small subunit ribosomal protein S17	Ribosome, bacteria	MISC	Information systems		TRUE
K02874	large subunit ribosomal protein L14	Ribosome, bacteria	MISC	Information systems		TRUE
K02895	large subunit ribosomal protein L24	Ribosome, bacteria	MISC	Information systems		TRUE
K02931	large subunit ribosomal protein L5	Ribosome, bacteria	MISC	Information systems		TRUE
K02954	small subunit ribosomal protein S14	Ribosome, bacteria	MISC	Information systems		TRUE
K02994	small subunit ribosomal protein S8	Ribosome, bacteria	MISC	Information systems		TRUE
K02933	large subunit ribosomal protein L6	Ribosome, bacteria	MISC	Information systems		TRUE
K02881	large subunit ribosomal protein L18	Ribosome, bacteria	MISC	Information systems		TRUE
K02988	small subunit ribosomal protein S5	Ribosome, bacteria	MISC	Information systems		TRUE
K02907	large subunit ribosomal protein L30	Ribosome, bacteria	MISC	Information systems		TRUE
K02876	large subunit ribosomal protein L15	Ribosome, bacteria	MISC	Information systems		TRUE
K02919	large subunit ribosomal protein L36	Ribosome, bacteria	MISC	Information systems		TRUE
K02952	small subunit ribosomal protein S13	Ribosome, bacteria	MISC	Information systems		TRUE
K02948	small subunit ribosomal protein S11	Ribosome, bacteria	MISC	Information systems		TRUE
K02986	small subunit ribosomal protein S4	Ribosome, bacteria	MISC	Information systems		TRUE
K02879	large subunit ribosomal protein L17	Ribosome, bacteria	MISC	Information systems		TRUE
K02871	large subunit ribosomal protein L13	Ribosome, bacteria	MISC	Information systems		TRUE
K02996	small subunit ribosomal protein S9	Ribosome, bacteria	MISC	Information systems		TRUE
K02992	small subunit ribosomal protein S7	Ribosome, bacteria	MISC	Information systems		TRUE
K02950	small subunit ribosomal protein S12	Ribosome, bacteria	MISC	Information systems		TRUE
K07590	large subunit ribosomal protein L7A	Ribosome, bacteria	MISC	Information systems		TRUE
K02935	large subunit ribosomal protein L7/L12	Ribosome, bacteria	MISC	Information systems		TRUE
K02864	large subunit ribosomal protein L10	Ribosome, bacteria	MISC	Information systems		TRUE
K02863	large subunit ribosomal protein L1	Ribosome, bacteria	MISC	Information systems		TRUE
K02867	large subunit ribosomal protein L11	Ribosome, bacteria	MISC	Information systems		TRUE
K02967	small subunit ribosomal protein S2	Ribosome, bacteria	MISC	Information systems		TRUE
K02956	small subunit ribosomal protein S15	Ribosome, bacteria	MISC	Information systems		TRUE
K02916	large subunit ribosomal protein L35	Ribosome, bacteria	MISC	Information systems		TRUE
K02887	large subunit ribosomal protein L20	Ribosome, bacteria	MISC	Information systems		TRUE
K02914	large subunit ribosomal protein L34	Ribosome, bacteria	MISC	Information systems		TRUE
K02939	large subunit ribosomal protein L9	Ribosome, bacteria	MISC	Information systems		TRUE
K02963	small subunit ribosomal protein S18	Ribosome, bacteria	MISC	Information systems		TRUE
K02990	small subunit ribosomal protein S6	Ribosome, bacteria	MISC	Information systems		TRUE
K02888	large subunit ribosomal protein L21	Ribosome, bacteria	MISC	Information systems		TRUE
K02899	large subunit ribosomal protein L27	Ribosome, bacteria	MISC	Information systems		TRUE
K02902	large subunit ribosomal protein L28	Ribosome, bacteria	MISC	Information systems		TRUE
K02913	large subunit ribosomal protein L33	Ribosome, bacteria	MISC	Information systems		TRUE
K02911	large subunit ribosomal protein L32	Ribosome, bacteria	MISC	Information systems		TRUE
K02909	large subunit ribosomal protein L31	Ribosome, bacteria	MISC	Information systems		TRUE
K02897	large subunit ribosomal protein L25	Ribosome, bacteria	MISC	Information systems		TRUE
K02959	small subunit ribosomal protein S16	Ribosome, bacteria	MISC	Information systems		TRUE
K02884	large subunit ribosomal protein L19	Ribosome, bacteria	MISC	Information systems		TRUE
K02968	small subunit ribosomal protein S20	Ribosome, bacteria	MISC	Information systems		TRUE
K02945	small subunit ribosomal protein S1	Ribosome, bacteria	MISC	Information systems		TRUE
K02970	small subunit ribosomal protein S21	Ribosome, bacteria	MISC	Information systems		TRUE
K02946	small subunit ribosomal protein S10	Ribosome, archaea	MISC	Information systems		TRUE
K02906	large subunit ribosomal protein L3	Ribosome, archaea	MISC	Information systems		TRUE
K02930	large subunit ribosomal protein L4e	Ribosome, archaea	MISC	Information systems		TRUE
K02892	large subunit ribosomal protein L23	Ribosome, archaea	MISC	Information systems		TRUE
K02886	large subunit ribosomal protein L2	Ribosome, archaea	MISC	Information systems		TRUE
K02965	small subunit ribosomal protein S19	Ribosome, archaea	MISC	Information systems		TRUE
K02890	large subunit ribosomal protein L22	Ribosome, archaea	MISC	Information systems		TRUE
K02982	small subunit ribosomal protein S3	Ribosome, archaea	MISC	Information systems		TRUE
K02904	large subunit ribosomal protein L29	Ribosome, archaea	MISC	Information systems		TRUE
K02961	small subunit ribosomal protein S17	Ribosome, archaea	MISC	Information systems		TRUE
K02874	large subunit ribosomal protein L14	Ribosome, archaea	MISC	Information systems		TRUE
K02895	large subunit ribosomal protein L24	Ribosome, archaea	MISC	Information systems		TRUE
K02987	small subunit ribosomal protein S4e	Ribosome, archaea	MISC	Information systems		TRUE
K02931	large subunit ribosomal protein L5	Ribosome, archaea	MISC	Information systems		TRUE
K02954	small subunit ribosomal protein S14	Ribosome, archaea	MISC	Information systems		TRUE
K02994	small subunit ribosomal protein S8	Ribosome, archaea	MISC	Information systems		TRUE
K02933	large subunit ribosomal protein L6	Ribosome, archaea	MISC	Information systems		TRUE
K02912	large subunit ribosomal protein L32e	Ribosome, archaea	MISC	Information systems		TRUE
K02885	large subunit ribosomal protein L19e	Ribosome, archaea	MISC	Information systems		TRUE
K02881	large subunit ribosomal protein L18	Ribosome, archaea	MISC	Information systems		TRUE
K02988	small subunit ribosomal protein S5	Ribosome, archaea	MISC	Information systems		TRUE
K02907	large subunit ribosomal protein L30	Ribosome, archaea	MISC	Information systems		TRUE
K02876	large subunit ribosomal protein L15	Ribosome, archaea	MISC	Information systems		TRUE
K02952	small subunit ribosomal protein S13	Ribosome, archaea	MISC	Information systems		TRUE
K02948	small subunit ribosomal protein S11	Ribosome, archaea	MISC	Information systems		TRUE
K02986	small subunit ribosomal protein S4	Ribosome, archaea	MISC	Information systems		TRUE
K02883	large subunit ribosomal protein L18e	Ribosome, archaea	MISC	Information systems		TRUE
K02871	large subunit ribosomal protein L13	Ribosome, archaea	MISC	Information systems		TRUE
K02996	small subunit ribosomal protein S9	Ribosome, archaea	MISC	Information systems		TRUE
K02992	small subunit ribosomal protein S7	Ribosome, archaea	MISC	Information systems		TRUE
K02950	small subunit ribosomal protein S12	Ribosome, archaea	MISC	Information systems		TRUE
K02936	large subunit ribosomal protein L7Ae	Ribosome, archaea	MISC	Information systems		TRUE
K02979	small subunit ribosomal protein S28e	Ribosome, archaea	MISC	Information systems		TRUE
K02896	large subunit ribosomal protein L24e	Ribosome, archaea	MISC	Information systems		TRUE
K02869	large subunit ribosomal protein L12	Ribosome, archaea	MISC	Information systems		TRUE
K02864	large subunit ribosomal protein L10	Ribosome, archaea	MISC	Information systems		TRUE
K02863	large subunit ribosomal protein L1	Ribosome, archaea	MISC	Information systems		TRUE
K02867	large subunit ribosomal protein L11	Ribosome, archaea	MISC	Information systems		TRUE
K02967	small subunit ribosomal protein S2	Ribosome, archaea	MISC	Information systems		TRUE
K02956	small subunit ribosomal protein S15	Ribosome, archaea	MISC	Information systems		TRUE
K02978	small subunit ribosomal protein S27e	Ribosome, archaea	MISC	Information systems		TRUE
K02929	large subunit ribosomal protein L44e	Ribosome, archaea	MISC	Information systems		TRUE
K02877	large subunit ribosomal protein L15e	Ribosome, archaea	MISC	Information systems		TRUE
K02984	small subunit ribosomal protein S3Ae	Ribosome, archaea	MISC	Information systems		TRUE
K02991	small subunit ribosomal protein S6e	Ribosome, archaea	MISC	Information systems		TRUE
K02974	small subunit ribosomal protein S24e	Ribosome, archaea	MISC	Information systems		TRUE
K02977	small subunit ribosomal protein S27Ae	Ribosome, archaea	MISC	Information systems		TRUE
K02962	small subunit ribosomal protein S17e	Ribosome, archaea	MISC	Information systems		TRUE
K02910	large subunit ribosomal protein L31e	Ribosome, archaea	MISC	Information systems		TRUE
K02924	large subunit ribosomal protein L39e	Ribosome, archaea	MISC	Information systems		TRUE
K02866	large subunit ribosomal protein L10e	Ribosome, archaea	MISC	Information systems		TRUE
K02889	large subunit ribosomal protein L21e	Ribosome, archaea	MISC	Information systems		TRUE
K02922	large subunit ribosomal protein L37e	Ribosome, archaea	MISC	Information systems		TRUE
K02921	large subunit ribosomal protein L37Ae	Ribosome, archaea	MISC	Information systems		TRUE
K02995	small subunit ribosomal protein S8e	Ribosome, archaea	MISC	Information systems		TRUE
K02966	small subunit ribosomal protein S19e	Ribosome, archaea	MISC	Information systems		TRUE
K02927	large subunit ribosomal protein L40e	Ribosome, archaea	MISC	Information systems		TRUE
K02944	large subunit ribosomal protein LX	Ribosome, archaea	MISC	Information systems		TRUE
K02976	small subunit ribosomal protein S26e	Ribosome, archaea	MISC	Information systems		TRUE
K02975	small subunit ribosomal protein S25e	Ribosome, archaea	MISC	Information systems		TRUE
K02983	small subunit ribosomal protein S30e	Ribosome, archaea	MISC	Information systems		TRUE
K02873	large subunit ribosomal protein L13e	Ribosome, archaea	MISC	Information systems		TRUE
K02917	large subunit ribosomal protein L35Ae	Ribosome, archaea	MISC	Information systems		TRUE
K02928	large subunit ribosomal protein L41e	Ribosome, archaea	MISC	Information systems		TRUE
K02915	large subunit ribosomal protein L34e	Ribosome, archaea	MISC	Information systems		TRUE
K02875	large subunit ribosomal protein L14e	Ribosome, archaea	MISC	Information systems		TRUE
K02908	large subunit ribosomal protein L30e	Ribosome, archaea	MISC	Information systems		TRUE
K00764	amidophosphoribosyltransferase [EC:2.4.2.14] [RN:R01072]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K11787	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K11788	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K13713	fusion protein PurCD [EC:6.3.2.6 6.3.4.13] [RN:R04144 R04591]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K00601	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K11175	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K08289	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01492	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01587	phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K11808	phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01589	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] [RN:R07405]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] [RN:R07404]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K06863	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23] [RN:R06975]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K11176	IMP cyclohydrolase [EC:3.5.4.10] [RN:R01127]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	MISC	Information systems	Nucleotide	TRUE
K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	MISC	Information systems	Nucleotide	TRUE
K01951	GMP synthase [EC:6.3.5.2] [RN:R01230 R01231]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	MISC	Information systems	Nucleotide	TRUE
K00942	guanylate kinase [EC:2.7.4.8] [RN:R00332]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	MISC	Information systems	Nucleotide	TRUE
K00940	nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00330]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	MISC	Information systems	Nucleotide	TRUE
K00873	pyruvate kinase [EC:2.7.1.40] [RN:R00430]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	MISC	Information systems	Nucleotide	TRUE
K12406	pyruvate kinase [EC:2.7.1.40] [RN:R00430]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	MISC	Information systems	Nucleotide	TRUE
K00844	hexokinase [EC:2.7.1.1] [RN:R01786]	Nucleotide sugar biosynthesis, glucose => UDP-glucose	MISC	Information systems	Nucleotide	TRUE
K00845	glucokinase [EC:2.7.1.2] [RN:R01786]	Nucleotide sugar biosynthesis, glucose => UDP-glucose	MISC	Information systems	Nucleotide	TRUE
K12407	glucokinase [EC:2.7.1.2] [RN:R01786]	Nucleotide sugar biosynthesis, glucose => UDP-glucose	MISC	Information systems	Nucleotide	TRUE
K00886	polyphosphate glucokinase [EC:2.7.1.63] [RN:R02189]	Nucleotide sugar biosynthesis, glucose => UDP-glucose	MISC	Information systems	Nucleotide	TRUE
K01835	phosphoglucomutase [EC:5.4.2.2] [RN:R00959]	Nucleotide sugar biosynthesis, glucose => UDP-glucose	MISC	Information systems	Nucleotide	TRUE
K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]	Nucleotide sugar biosynthesis, glucose => UDP-glucose	MISC	Information systems	Nucleotide	TRUE
K00849	galactokinase [EC:2.7.1.6] [RN:R01092]	Nucleotide sugar biosynthesis, galactose => UDP-galactose	MISC	Information systems	Nucleotide	TRUE
K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12] [RN:R00955]	Nucleotide sugar biosynthesis, galactose => UDP-galactose	MISC	Information systems	Nucleotide	TRUE
K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R01083]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K00939	adenylate kinase [EC:2.7.4.3] [RN:R00127]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K18532	adenylate kinase [EC:2.7.4.3] [RN:R00127]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K18533	adenylate kinase [EC:2.7.4.3] [RN:R00127]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K00944	nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10] [RN:R00333]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K00940	nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00124]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K00873	pyruvate kinase [EC:2.7.1.40] [RN:R00200]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K12406	pyruvate kinase [EC:2.7.1.40] [RN:R00200]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	MISC	Information systems	Nucleotide	TRUE
K11540	carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K11541	carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K01465	dihydroorotase [EC:3.5.2.3] [RN:R01993]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K01954	carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K01955	carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K01956	carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K00609	aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K00610	aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K00608	aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K00226	dihydroorotate dehydrogenase [EC:1.3.98.1] [RN:R01867]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K00254	dihydroorotate dehydrogenase [EC:1.3.5.2] [RN:R01868]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K17828	dihydroorotate dehydrogenase [EC:1.3.1.14] [RN:R01869]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
